Point,IDT_ms,X_Fuel,X_O2,X_N2,X_Ar,X_He,P,T,Formula_C,Formula_H,n-C7,n-C8,n-C9,n-C10,n-C11,n-C12,n-C13,n-C14,n-C15,n-C16,n-C17,n-C18,i-C7,i-C8,i-C9,i-C10,i-C11,i-C12,i-C13,i-C14,i-C15,i-C16,i-C17,i-C18,mono-c-C7,mono-c-C8,mono-c-C9,mono-c-C10,mono-c-C11,mono-c-C12,mono-c-C13,mono-c-C14,mono-c-C15,mono-c-C16,mono-c-C17,mono-c-C18,poly-c-C7,poly-c-C8,poly-c-C9,poly-c-C10,poly-c-C11,poly-c-C12,poly-c-C13,poly-c-C14,poly-c-C15,poly-c-C16,poly-c-C17,poly-c-C18,aro-C7,aro-C8,aro-C9,aro-C10,aro-C11,aro-C12,aro-C13,aro-C14,aro-C15,aro-C16,aro-C17,aro-C18
179,0.28,1.25,20.74,78.01,0,0,3.17,1331.5,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
180,0.106,1.25,20.74,78.01,0,0,3.32,1466.8,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
181,0.24,1.25,20.74,78.01,0,0,2.73,1342.5,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
182,0.084,1.25,20.74,78.01,0,0,3,1499.3,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
183,0.108,1.25,20.74,78.01,0,0,3.26,1455.1,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
184,0.396,1.25,20.74,78.01,0,0,2.97,1293.7,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
185,0.426,1.25,20.74,78.01,0,0,3.24,1282.5,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
186,0.724,1.25,20.74,78.01,0,0,3.13,1221.3,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
187,1.464,1.25,20.74,78.01,0,0,3.1,1156,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
188,0.188,1.25,20.74,78.01,0,0,2.92,1383.1,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
189,0.646,1.25,20.74,78.01,0,0,10.67,1130.2,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
190,0.492,1.25,20.74,78.01,0,0,9.19,1158.2,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
191,1.438,1.25,20.74,78.01,0,0,10.38,1065.6,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
192,0.114,1.25,20.74,78.01,0,0,10.35,1319.8,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
193,0.058,1.25,20.74,78.01,0,0,10.26,1416.4,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
194,0.3,1.25,20.74,78.01,0,0,10.05,1202.8,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
195,0.217,1.25,20.74,78.01,0,0,9.91,1245.2,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
196,0.07,1.25,20.74,78.01,0,0,10.65,1389.2,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
197,0.514,2.47,20.48,77.05,0,0,3.3,1248.5,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
198,1.418,2.47,20.48,77.05,0,0,3.27,1137.1,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
199,0.39,2.47,20.48,77.05,0,0,2.9,1281.7,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
200,0.251,2.47,20.48,77.05,0,0,3.16,1328.5,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
201,0.166,2.47,20.48,77.05,0,0,2.97,1394.6,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
202,0.08,2.47,20.48,77.05,0,0,3.11,1474.3,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
203,0.643,2.47,20.48,77.05,0,0,3.09,1214.1,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
204,0.81,2.47,20.48,77.05,0,0,2.92,1187,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
205,0.346,2.47,20.48,77.05,0,0,9.43,1171.8,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
206,0.482,2.47,20.48,77.05,0,0,10.97,1115.8,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
207,1.021,2.47,20.48,77.05,0,0,10.34,1063.5,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
208,0.166,2.47,20.48,77.05,0,0,10.85,1241.1,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
209,0.056,2.47,20.48,77.05,0,0,10.22,1392.9,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
210,0.084,2.47,20.48,77.05,0,0,10.54,1329.8,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
211,0.278,2.47,20.48,77.05,0,0,10.2,1209.5,11.09,20.07,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
212,1.519,0.64,20.86,78.5,0,0,2.95,1141.1,11.44,24.82,0.043251972,0.196660236,0.474834098,1.495197666,3.462928396,2.943128391,2.376501109,1.983831688,0.87884685,0.090419836,0.003226226,0,0,0.672643307,1.778466515,4.815838396,16.82483053,20.01403847,17.0975604,13.16692518,8.088176476,2.340514441,0.143646415,0.00584037,0.006564467,0.029946264,0.11062488,0.203481216,0.24228876,0.183167895,0.112778872,0.090940284,0.017747095,0,0,0,0,0,0.000416632,0.010859979,0.041455324,0.026617062,0.015277104,0.003693216,0,0,0,0,0,0,0.000432406,0.003676812,0.002724768,0,0,0,0,0,0,0
213,0.849,0.64,20.86,78.5,0,0,3.03,1205.1,11.44,24.82,0.043251972,0.196660236,0.474834098,1.495197666,3.462928396,2.943128391,2.376501109,1.983831688,0.87884685,0.090419836,0.003226226,0,0,0.672643307,1.778466515,4.815838396,16.82483053,20.01403847,17.0975604,13.16692518,8.088176476,2.340514441,0.143646415,0.00584037,0.006564467,0.029946264,0.11062488,0.203481216,0.24228876,0.183167895,0.112778872,0.090940284,0.017747095,0,0,0,0,0,0.000416632,0.010859979,0.041455324,0.026617062,0.015277104,0.003693216,0,0,0,0,0,0,0.000432406,0.003676812,0.002724768,0,0,0,0,0,0,0
214,0.51,0.64,20.86,78.5,0,0,3.05,1259.3,11.44,24.82,0.043251972,0.196660236,0.474834098,1.495197666,3.462928396,2.943128391,2.376501109,1.983831688,0.87884685,0.090419836,0.003226226,0,0,0.672643307,1.778466515,4.815838396,16.82483053,20.01403847,17.0975604,13.16692518,8.088176476,2.340514441,0.143646415,0.00584037,0.006564467,0.029946264,0.11062488,0.203481216,0.24228876,0.183167895,0.112778872,0.090940284,0.017747095,0,0,0,0,0,0.000416632,0.010859979,0.041455324,0.026617062,0.015277104,0.003693216,0,0,0,0,0,0,0.000432406,0.003676812,0.002724768,0,0,0,0,0,0,0
215,0.259,0.64,20.86,78.5,0,0,2.98,1320.9,11.44,24.82,0.043251972,0.196660236,0.474834098,1.495197666,3.462928396,2.943128391,2.376501109,1.983831688,0.87884685,0.090419836,0.003226226,0,0,0.672643307,1.778466515,4.815838396,16.82483053,20.01403847,17.0975604,13.16692518,8.088176476,2.340514441,0.143646415,0.00584037,0.006564467,0.029946264,0.11062488,0.203481216,0.24228876,0.183167895,0.112778872,0.090940284,0.017747095,0,0,0,0,0,0.000416632,0.010859979,0.041455324,0.026617062,0.015277104,0.003693216,0,0,0,0,0,0,0.000432406,0.003676812,0.002724768,0,0,0,0,0,0,0
216,0.138,0.64,20.86,78.5,0,0,3.04,1409,11.44,24.82,0.043251972,0.196660236,0.474834098,1.495197666,3.462928396,2.943128391,2.376501109,1.983831688,0.87884685,0.090419836,0.003226226,0,0,0.672643307,1.778466515,4.815838396,16.82483053,20.01403847,17.0975604,13.16692518,8.088176476,2.340514441,0.143646415,0.00584037,0.006564467,0.029946264,0.11062488,0.203481216,0.24228876,0.183167895,0.112778872,0.090940284,0.017747095,0,0,0,0,0,0.000416632,0.010859979,0.041455324,0.026617062,0.015277104,0.003693216,0,0,0,0,0,0,0.000432406,0.003676812,0.002724768,0,0,0,0,0,0,0
217,0.071,0.64,20.86,78.5,0,0,2.9,1475,11.44,24.82,0.043251972,0.196660236,0.474834098,1.495197666,3.462928396,2.943128391,2.376501109,1.983831688,0.87884685,0.090419836,0.003226226,0,0,0.672643307,1.778466515,4.815838396,16.82483053,20.01403847,17.0975604,13.16692518,8.088176476,2.340514441,0.143646415,0.00584037,0.006564467,0.029946264,0.11062488,0.203481216,0.24228876,0.183167895,0.112778872,0.090940284,0.017747095,0,0,0,0,0,0.000416632,0.010859979,0.041455324,0.026617062,0.015277104,0.003693216,0,0,0,0,0,0,0.000432406,0.003676812,0.002724768,0,0,0,0,0,0,0
218,1.54,0.64,20.86,78.5,0,0,10.03,1081.3,11.44,24.82,0.043251972,0.196660236,0.474834098,1.495197666,3.462928396,2.943128391,2.376501109,1.983831688,0.87884685,0.090419836,0.003226226,0,0,0.672643307,1.778466515,4.815838396,16.82483053,20.01403847,17.0975604,13.16692518,8.088176476,2.340514441,0.143646415,0.00584037,0.006564467,0.029946264,0.11062488,0.203481216,0.24228876,0.183167895,0.112778872,0.090940284,0.017747095,0,0,0,0,0,0.000416632,0.010859979,0.041455324,0.026617062,0.015277104,0.003693216,0,0,0,0,0,0,0.000432406,0.003676812,0.002724768,0,0,0,0,0,0,0
