Point,X_Fuel,X_O2,X_N2,X_Ar,X_He,P,T,Formula_C,Formula_H,n-C7,n-C8,n-C9,n-C10,n-C11,n-C12,n-C13,n-C14,n-C15,n-C16,n-C17,n-C18,i-C7,i-C8,i-C9,i-C10,i-C11,i-C12,i-C13,i-C14,i-C15,i-C16,i-C17,i-C18,mono-c-C7,mono-c-C8,mono-c-C9,mono-c-C10,mono-c-C11,mono-c-C12,mono-c-C13,mono-c-C14,mono-c-C15,mono-c-C16,mono-c-C17,mono-c-C18,poly-c-C7,poly-c-C8,poly-c-C9,poly-c-C10,poly-c-C11,poly-c-C12,poly-c-C13,poly-c-C14,poly-c-C15,poly-c-C16,poly-c-C17,poly-c-C18,aro-C7,aro-C8,aro-C9,aro-C10,aro-C11,aro-C12,aro-C13,aro-C14,aro-C15,aro-C16,aro-C17,aro-C18
272,0.64,20.87,78.5,0,0,9.77,1138.8,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
273,0.64,20.87,78.5,0,0,9.55,1176.8,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
274,0.64,20.87,78.5,0,0,9.7,1233.2,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
275,0.64,20.87,78.5,0,0,9.69,1330.9,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
276,0.64,20.87,78.5,0,0,9.82,1388.7,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
277,0.64,20.87,78.5,0,0,9.74,1432.2,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
278,1.27,20.73,78,0,0,10.41,1066.5,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
279,1.27,20.73,78,0,0,9.72,1112.2,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
280,1.27,20.73,78,0,0,9.74,1187,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
281,1.27,20.73,78,0,0,9.8,1288.6,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
282,1.27,20.73,78,0,0,9.82,1388.8,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
283,2.5,20.48,77.03,0,0,10.27,1060.5,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
284,2.5,20.48,77.03,0,0,10.16,1106.8,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
285,2.5,20.48,77.03,0,0,9.92,1195.9,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
286,2.5,20.48,77.03,0,0,9.93,1256.5,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
287,2.5,20.48,77.03,0,0,10.56,1329.9,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
288,2.5,20.48,77.03,0,0,9.69,1449.5,12.78,26.77,0.002736759,0.505486998,2.544717615,2.5870541,3.227384364,2.510599054,1.610771281,0.843574338,1.154685954,2.229450465,0.606024286,0.009204614,0,0.252638279,2.423907796,5.923132834,7.270042804,6.74449299,6.117508637,3.930144773,6.697601968,10.5716861,14.11133609,3.653035444,0,0,0.573754734,0.875804015,1.603700857,1.255678734,1.108011924,0.494126602,0.110133893,0.225521622,0.074142385,0,0,0.006841005,0.092971451,0.199029238,0.654384438,0.642536655,0.599541971,0.149410875,0.079287178,0.024937825,0,0,0.003908228,0.236447611,0.616518944,1.189573317,0.987662171,0.633303461,0.295406789,0.141850211,0.004029005,0,0,0
289,0.59,20.88,78.53,0,0,10.88,921.5,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
290,0.59,20.88,78.53,0,0,10.88,968.9,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
291,0.59,20.88,78.53,0,0,10.88,1017.8,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
292,0.59,20.88,78.53,0,0,10.88,1084.6,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
293,0.59,20.88,78.53,0,0,10.88,1147.6,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
294,0.59,20.88,78.53,0,0,10.88,1237.2,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
295,0.59,20.88,78.53,0,0,10.88,1301.4,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
296,0.59,20.88,78.53,0,0,10.88,785.2,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
297,0.59,20.88,78.53,0,0,10.88,844.1,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
298,0.59,20.88,78.53,0,0,10.88,881.9,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
299,0.59,20.88,78.53,0,0,10.88,933,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
300,0.59,20.88,78.53,0,0,10.88,952.6,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
301,0.59,20.88,78.53,0,0,10.88,1161.7,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
302,0.59,20.88,78.53,0,0,10.88,965.6,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
303,0.59,20.88,78.53,0,0,10.88,999.8,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
304,0.59,20.88,78.53,0,0,10.88,1066.1,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
305,0.59,20.88,78.53,0,0,10.88,1233.8,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
306,1.18,20.75,78.07,0,0,10.88,773.2,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
307,1.18,20.75,78.07,0,0,10.88,829,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
308,1.18,20.75,78.07,0,0,10.88,891.7,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
309,1.18,20.75,78.07,0,0,10.88,952.1,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
310,1.18,20.75,78.07,0,0,10.88,996.1,11.82,23.2,0.38379072,0.865842011,1.684949357,4.362222066,6.055360904,4.880796584,3.371605663,1.023221173,0.059520731,0.002327382,0,0,0,1.210597188,1.756486622,4.27353753,8.03681117,5.989035729,6.098471684,3.025296198,1.030074991,0.0524357,0,0,0.427271422,0.715200357,1.649560795,3.883307303,5.08810309,5.091725497,2.50486368,1.259531176,0.022388021,0,0,0,0,0.026402783,0.209820166,0.673266855,1.627373233,1.502464121,0.885892467,0.198154639,0,0,0,0,0.151034233,0.823705219,2.647400349,5.172265922,3.768732341,1.753546226,0.832154086,0.29456346,0.015022005,0,0,0
